Frequency	Magnitude	Phase
819.1190	0.2825	-582.1112
819.2752	2.2117	-579.2631
819.4314	2.9911	-579.6447
819.5876	0.2125	-581.5649
819.7438	2.5585	-580.9693
819.9000	3.4797	-583.1093
820.0562	3.5427	-586.4417
820.2124	3.3692	-585.8130
820.3686	3.9586	-590.1723
820.5248	4.1217	-584.8093
820.6810	2.1927	-586.2857
820.8372	1.8264	-585.0991
820.9934	0.9067	-581.2970
821.1496	4.5104	-586.5383
821.3058	3.4639	-578.6474
821.4620	2.1015	-588.1713
821.6182	4.3892	-583.8370
821.7744	3.7984	-578.3513
821.9306	3.2493	-583.2659
822.0868	2.8599	-584.7270
822.2430	5.1358	-585.1456
822.3993	5.1209	-579.8264
822.5555	3.8981	-587.2846
822.7117	4.9121	-580.3336
822.8679	3.8685	-586.2689
823.0241	5.1048	-585.8026
823.1803	3.2543	-585.5373
823.3365	5.2025	-586.2369
823.4927	3.0301	-581.5743
823.6489	3.6374	-585.2391
823.8051	3.3063	-579.3895
823.9613	4.0977	-579.8362
824.1175	3.7989	-585.4146
824.2737	5.0091	-581.7456
824.4299	3.7420	-575.6893
824.5861	4.4655	-575.2023
824.7423	3.3249	-585.4433
824.8985	5.2085	-580.1699
825.0547	4.4393	-579.8031
825.2109	3.7471	-589.2133
825.3671	1.9089	-593.4087
825.5233	4.2812	-587.6715
825.6795	1.5746	-580.7916
825.8357	5.0741	-584.1189
825.9919	3.6551	-583.8804
826.1481	4.1469	-584.0793
826.3043	3.6420	-584.4602
826.4605	3.2930	-584.7820
826.6167	2.3941	-586.5784
826.7729	5.9211	-580.4253
826.9291	4.1794	-585.3124
827.0853	5.4861	-584.1003
827.2415	4.8317	-584.8240
827.3977	3.2369	-582.0626
827.5539	6.1632	-588.3954
827.7101	4.6963	-584.2176
827.8663	5.0596	-582.0331
828.0225	6.9264	-585.0331
828.1787	5.3442	-580.7934
828.3349	5.0252	-579.6270
828.4911	3.8545	-572.7188
828.6473	5.5426	-580.5727
828.8035	6.2173	-579.3225
828.9597	6.2656	-582.4541
829.1159	5.8125	-586.9632
829.2721	5.3540	-586.5531
829.4283	4.8039	-584.2915
829.5845	5.4232	-585.1730
829.7407	4.3993	-585.8686
829.8969	5.5052	-582.9919
830.0531	5.7146	-587.1307
830.2093	6.0826	-584.6910
830.3655	7.0037	-583.3599
830.5217	4.6685	-582.9945
830.6779	3.7257	-585.4445
830.8341	6.5911	-582.9870
830.9903	5.0049	-572.5116
831.1465	4.8729	-593.7641
831.3027	3.8130	-583.8066
831.4589	6.1504	-579.9583
831.6151	8.2106	-591.3463
831.7713	7.0635	-574.8734
831.9275	5.0798	-583.7786
832.0837	8.4091	-577.0546
832.2399	5.8951	-588.7580
832.3961	7.0148	-589.5894
832.5523	6.8904	-585.3025
832.7085	5.7197	-585.1652
832.8647	6.5786	-582.5793
833.0209	7.1915	-585.6857
833.1771	5.9840	-584.2402
833.3333	6.4085	-588.0573
833.4895	5.9905	-585.5091
833.6457	5.3307	-573.7925
833.8019	6.9200	-587.2282
833.9581	6.2081	-589.3710
834.1143	6.4942	-586.6679
834.2705	7.8352	-591.1663
834.4267	5.9179	-585.3516
834.5829	6.6472	-587.6203
834.7391	7.0211	-582.7183
834.8953	6.2673	-579.8598
835.0515	9.7664	-590.2149
835.2077	7.8340	-592.0386
835.3639	7.3167	-582.4990
835.5201	7.8320	-580.4164
835.6764	6.3754	-588.1199
835.8326	6.7443	-592.0999
835.9888	6.8531	-583.7328
836.1450	6.7976	-586.5481
836.3012	7.7502	-591.3274
836.4574	7.5360	-589.5169
836.6136	9.2419	-582.5890
836.7698	9.0104	-592.7220
836.9260	6.0807	-582.0472
837.0822	7.2253	-586.1242
837.2384	8.8614	-584.9829
837.3946	7.7744	-584.6701
837.5508	8.1788	-591.8910
837.7070	8.2436	-590.0298
837.8632	7.2897	-585.1148
838.0194	8.1266	-587.0558
838.1756	9.0921	-595.5998
838.3318	9.3362	-591.1891
838.4880	8.9633	-585.3456
838.6442	8.8612	-586.3847
838.8004	6.6662	-584.4638
838.9566	9.9332	-591.4954
839.1128	9.3324	-586.2622
839.2690	6.9737	-584.6250
839.4252	7.8708	-587.9573
839.5814	8.3863	-584.7244
839.7376	9.8958	-587.1161
839.8938	8.2049	-584.3737
840.0500	11.1329	-588.9133
840.2062	10.4786	-583.0302
840.3624	9.0026	-591.1858
840.5186	9.1945	-585.3395
840.6748	8.1215	-586.3523
840.8310	10.0113	-594.5458
840.9872	9.8494	-584.3398
841.1434	10.9525	-584.6630
841.2996	11.0393	-578.8594
841.4558	9.9114	-584.1636
841.6120	10.2651	-582.5090
841.7682	9.9844	-591.1140
841.9244	10.9044	-586.2201
842.0806	9.8315	-587.6666
842.2368	9.0366	-584.5659
842.3930	10.5807	-587.6802
842.5492	10.7602	-585.8671
842.7054	9.5195	-591.6129
842.8616	9.7794	-586.5298
843.0178	9.5386	-588.9565
843.1740	8.0265	-587.5661
843.3302	11.9938	-585.4726
843.4864	11.9965	-585.6972
843.6426	9.5718	-580.6604
843.7988	9.8916	-585.3200
843.9550	10.7703	-593.7701
844.1112	7.9898	-585.9064
844.2674	11.6635	-593.1133
844.4236	9.3896	-591.1683
844.5798	10.8396	-586.6440
844.7360	10.6934	-588.7518
844.8922	10.8185	-586.7548
845.0484	12.4291	-588.3332
845.2046	11.8994	-584.6579
845.3608	10.7185	-586.5785
845.5170	11.5207	-590.9414
845.6732	11.4667	-587.5078
845.8294	9.3855	-588.1538
845.9856	10.7940	-589.1687
846.1418	12.6874	-585.7974
846.2980	10.4587	-595.5166
846.4542	13.0156	-591.7850
846.6104	10.8208	-595.4882
846.7666	12.6573	-589.8524
846.9228	11.5756	-584.2119
847.0790	13.8035	-586.1616
847.2352	12.2673	-589.3527
847.3914	13.9212	-593.7358
847.5476	13.6491	-585.8642
847.7038	10.9229	-589.0807
847.8600	11.2373	-587.0726
848.0162	13.1224	-582.8478
848.1724	13.0241	-591.3721
848.3286	14.1046	-586.2843
848.4848	12.8739	-589.1917
848.6410	13.2947	-587.7776
848.7973	13.0858	-594.1014
848.9535	12.6154	-593.2421
849.1097	13.0832	-585.3598
849.2659	15.8359	-592.3871
849.4221	12.0634	-594.3603
849.5783	13.6120	-582.8999
849.7345	12.8721	-586.9795
849.8907	13.1739	-587.9100
850.0469	14.6712	-589.6156
850.2031	13.2752	-593.9171
850.3593	13.6424	-600.5645
850.5155	14.4268	-591.5784
850.6717	12.8964	-592.0398
850.8279	12.3228	-592.2540
850.9841	13.0052	-591.4041
851.1403	14.1273	-591.1080
851.2965	10.9669	-582.8936
851.4527	13.8056	-592.2810
851.6089	13.0117	-587.7013
851.7651	13.9019	-584.3919
851.9213	14.4778	-585.1001
852.0775	10.9426	-594.2595
852.2337	16.3295	-590.0090
852.3899	14.7224	-589.7097
852.5461	14.1973	-586.0626
852.7023	14.9659	-590.7228
852.8585	16.2552	-595.2815
853.0147	12.6104	-593.7781
853.1709	13.0543	-585.5201
853.3271	11.1052	-587.0732
853.4833	14.5252	-592.9591
853.6395	14.3452	-599.1346
853.7957	14.6042	-584.5781
853.9519	14.0592	-591.7004
854.1081	13.3629	-586.2756
854.2643	12.3186	-590.3211
854.4205	13.9526	-585.9921
854.5767	15.2886	-592.8850
854.7329	13.6087	-589.0758
854.8891	17.3453	-586.2600
855.0453	17.7082	-596.0804
855.2015	14.1974	-591.7103
855.3577	17.4233	-592.7803
855.5139	15.7425	-590.8004
855.6701	16.1337	-594.4158
855.8263	16.0797	-596.0260
855.9825	15.7472	-593.2080
856.1387	17.1947	-590.1698
856.2949	15.7804	-588.1832
856.4511	16.1199	-595.0622
856.6073	19.2890	-594.9277
856.7635	16.2381	-588.3171
856.9197	16.6181	-590.1536
857.0759	16.4703	-593.8680
857.2321	16.0536	-583.4433
857.3883	15.7758	-590.6689
857.5445	16.3908	-591.9730
857.7007	15.8020	-592.7551
857.8569	19.6547	-589.4989
858.0131	18.2738	-581.8074
858.1693	14.7430	-590.9415
858.3255	16.3882	-586.1079
858.4817	15.1789	-601.1329
858.6379	15.8069	-598.3920
858.7941	18.8445	-595.3239
858.9503	16.7395	-597.4649
859.1065	14.6750	-591.1990
859.2627	17.9556	-595.0874
859.4189	17.9227	-591.3846
859.5751	16.8912	-594.1217
859.7313	17.0315	-595.9627
859.8875	19.4685	-595.4223
860.0437	16.9525	-591.2055
860.1999	16.1461	-596.8967
860.3561	17.7087	-585.1226
860.5123	17.5504	-589.7179
860.6685	17.3298	-586.0227
860.8247	17.3592	-588.6898
860.9809	20.3750	-590.1269
861.1371	15.6725	-589.5693
861.2933	19.2849	-588.3403
861.4495	19.2319	-589.4831
861.6057	19.5973	-594.0583
861.7619	17.6398	-599.0604
861.9182	16.9449	-590.8203
862.0744	17.8620	-586.6583
862.2306	19.9061	-587.3640
862.3868	19.8920	-587.3073
862.5430	17.2752	-589.4041
862.6992	17.7655	-602.0154
862.8554	19.4397	-595.3206
863.0116	18.2018	-593.6235
863.1678	18.5685	-585.7476
863.3240	20.3081	-600.8458
863.4802	18.3414	-595.5873
863.6364	18.9998	-592.1014
863.7926	21.6622	-589.9282
863.9488	21.0733	-595.8419
864.1050	17.7969	-584.9327
864.2612	20.2404	-594.5685
864.4174	20.2357	-587.2978
864.5736	21.7097	-584.5135
864.7298	18.8101	-592.2777
864.8860	21.2969	-590.4493
865.0422	20.3761	-592.9615
865.1984	21.5479	-599.8992
865.3546	21.1701	-589.9967
865.5108	20.7259	-590.9294
865.6670	21.4186	-589.0941
865.8232	20.1034	-591.5540
865.9794	18.7992	-598.4489
866.1356	19.2357	-597.4367
866.2918	18.7973	-591.3839
866.4480	20.1074	-589.3171
866.6042	18.0282	-593.0212
866.7604	21.0419	-592.7028
866.9166	20.6382	-593.0515
867.0728	19.7304	-601.1015
867.2290	21.8085	-590.5810
867.3852	23.2004	-593.8758
867.5414	21.2324	-596.4529
867.6976	23.0014	-597.1311
867.8538	20.4951	-596.4393
868.0100	22.2178	-594.7546
868.1662	21.2535	-593.4204
868.3224	20.6347	-595.6804
868.4786	19.2649	-600.1543
868.6348	22.6827	-589.9004
868.7910	24.1290	-593.4824
868.9472	22.7099	-596.2578
869.1034	21.7886	-588.3957
869.2596	20.9049	-593.1419
869.4158	20.4361	-589.7351
869.5720	21.1601	-596.6936
869.7282	24.5289	-589.0549
869.8844	20.6951	-586.1219
870.0406	23.4768	-594.6501
870.1968	23.1996	-590.9036
870.3530	21.9757	-597.5242
870.5092	24.2761	-596.6334
870.6654	23.4169	-595.2079
870.8216	22.5774	-593.7297
870.9778	22.3979	-594.6500
871.1340	22.9904	-599.4368
871.2902	22.7938	-595.6766
871.4464	21.9561	-598.3599
871.6026	21.6699	-591.7041
871.7588	23.2180	-596.4947
871.9150	24.0999	-593.8573
872.0712	24.2474	-599.6088
872.2274	24.1381	-593.1497
872.3836	24.2114	-597.4007
872.5398	24.1874	-594.9948
872.6960	25.2991	-585.2826
872.8522	23.9846	-594.7362
873.0084	22.8855	-596.9009
873.1646	26.4762	-593.0118
873.3208	25.6122	-595.9050
873.4770	22.9337	-598.7769
873.6332	25.2205	-587.4149
873.7894	23.4052	-593.8962
873.9456	23.4703	-598.7129
874.1018	22.8224	-597.0627
874.2580	26.1691	-599.4704
874.4142	26.1329	-594.5068
874.5704	26.1386	-592.2100
874.7266	24.9009	-598.4705
874.8828	20.5366	-600.0248
875.0391	23.4481	-598.7983
875.1953	24.4056	-600.6426
875.3515	23.2522	-593.4995
875.5077	24.0688	-592.9926
875.6639	23.8036	-594.9318
875.8201	24.5250	-596.8147
875.9763	25.3787	-592.6150
876.1325	25.6505	-589.9113
876.2887	27.1736	-594.3437
876.4449	23.0458	-588.7839
876.6011	25.5014	-595.9196
876.7573	24.0162	-594.4429
876.9135	26.1894	-593.0134
877.0697	24.3014	-596.6823
877.2259	29.0433	-592.6515
877.3821	27.2839	-593.2314
877.5383	27.0335	-601.7321
877.6945	25.6976	-596.9266
877.8507	26.1029	-605.6850
878.0069	25.2706	-601.8712
878.1631	25.2568	-589.1278
878.3193	28.0764	-595.3560
878.4755	28.2158	-592.3234
878.6317	25.7918	-589.8638
878.7879	23.6872	-596.9515
878.9441	26.7757	-597.7280
879.1003	27.7864	-583.3661
879.2565	25.2456	-597.9453
879.4127	27.4853	-591.0877
879.5689	25.3016	-593.8154
879.7251	26.2959	-599.8991
879.8813	26.5993	-591.5226
880.0375	25.1170	-595.1146
880.1937	27.4780	-588.1263
880.3499	27.5903	-596.6822
880.5061	25.5742	-592.5695
880.6623	25.0127	-594.7873
880.8185	25.7402	-591.7221
880.9747	25.4883	-598.9496
881.1309	26.5247	-597.0271
881.2871	26.5658	-593.3093
881.4433	25.4050	-600.7785
881.5995	27.2779	-590.6615
881.7557	27.7444	-596.4241
881.9119	27.4917	-606.1262
882.0681	26.4144	-589.2835
882.2243	26.1153	-598.5183
882.3805	27.6631	-593.4587
882.5367	25.1256	-598.8274
882.6929	29.0210	-592.3763
882.8491	27.5607	-593.4675
883.0053	28.3202	-593.2720
883.1615	28.6077	-599.3135
883.3177	26.2848	-608.0532
883.4739	29.4792	-593.8351
883.6301	28.0256	-591.8132
883.7863	26.8439	-603.9676
883.9425	25.6656	-596.8110
884.0987	27.1873	-597.4066
884.2549	27.5012	-597.4223
884.4111	26.5510	-600.3281
884.5673	28.4008	-600.7272
884.7235	28.1638	-596.4343
884.8797	27.6970	-601.7214
885.0359	29.6258	-599.7051
885.1921	28.3018	-597.3077
885.3483	28.4515	-595.1535
885.5045	28.7921	-598.8979
885.6607	28.1315	-597.5502
885.8169	31.0748	-602.4979
885.9731	28.3318	-593.5425
886.1293	28.7911	-592.6915
886.2855	29.8240	-600.3233
886.4417	28.1586	-597.1725
886.5979	27.8888	-598.2454
886.7541	28.5485	-595.2722
886.9103	28.8448	-604.6574
887.0665	29.8813	-601.0670
887.2227	28.4656	-601.2498
887.3789	29.4117	-596.7766
887.5351	26.5725	-603.8930
887.6913	28.8948	-592.1340
887.8475	31.3230	-598.6766
888.0037	27.0880	-597.8774
888.1600	30.8556	-592.6241
888.3162	28.9667	-594.1201
888.4724	29.1535	-599.2652
888.6286	27.3166	-599.1492
888.7848	28.2536	-594.7353
888.9410	30.7444	-596.6544
889.0972	29.3701	-600.0397
889.2534	29.8203	-597.2868
889.4096	30.8534	-597.0648
889.5658	28.3481	-600.2452
889.7220	29.9185	-598.2776
889.8782	30.6870	-595.1223
890.0344	28.3702	-593.6344
890.1906	28.5785	-598.0725
890.3468	29.3452	-601.4393
890.5030	28.3482	-599.8939
890.6592	28.4270	-599.2316
890.8154	29.9180	-596.6134
890.9716	28.6578	-598.9540
891.1278	29.0385	-597.4903
891.2840	29.9349	-601.8372
891.4402	29.2096	-595.4631
891.5964	30.5959	-604.5472
891.7526	31.0184	-595.1742
891.9088	26.8505	-592.5580
892.0650	31.2589	-599.3730
892.2212	29.2699	-597.8586
892.3774	29.8250	-602.3860
892.5336	31.3919	-602.4303
892.6898	30.8209	-591.1934
892.8460	28.7201	-599.1599
893.0022	31.9360	-597.8652
893.1584	29.2517	-597.7853
893.3146	29.7652	-598.1893
893.4708	29.5267	-603.0604
893.6270	30.5804	-598.7098
893.7832	31.2315	-594.9751
893.9394	30.0222	-603.6319
894.0956	30.7933	-599.6044
894.2518	30.0952	-603.5588
894.4080	29.8077	-595.2042
894.5642	29.0831	-590.0040
894.7204	31.0204	-602.7029
894.8766	29.3928	-591.5607
895.0328	29.0932	-599.1815
895.1890	32.0127	-594.6590
895.3452	30.1682	-596.9066
895.5014	29.7535	-605.4012
895.6576	28.1545	-607.2435
895.8138	29.1623	-604.0719
895.9700	29.8231	-596.9512
896.1262	29.6989	-600.3134
896.2824	29.6666	-595.3661
896.4386	29.0652	-598.8147
896.5948	27.8000	-598.2686
896.7510	32.6746	-602.7972
896.9072	29.3202	-601.1959
897.0634	27.6384	-597.9594
897.2196	30.7637	-602.8951
897.3758	31.2573	-607.8057
897.5320	29.7482	-595.3903
897.6882	29.7583	-588.1190
897.8444	32.3485	-601.3368
898.0006	29.5188	-601.6334
898.1568	32.6690	-603.8483
898.3130	29.1088	-602.7925
898.4692	30.3634	-599.6368
898.6254	30.6597	-589.7367
898.7816	30.9189	-601.6830
898.9378	31.2813	-600.6482
899.0940	30.7847	-602.5017
899.2502	31.4111	-598.2557
899.4064	31.4024	-602.5865
899.5626	31.8419	-600.8517
899.7188	32.5163	-601.4490
899.8750	29.9056	-598.1935
900.0312	32.9213	-594.6160
900.1874	31.0338	-598.2656
900.3436	31.0398	-595.7220
900.4998	31.5625	-601.4795
900.6560	31.8350	-597.9531
900.8122	31.2068	-606.1223
900.9684	32.0075	-605.9352
901.1246	30.0465	-600.9320
901.2808	31.9221	-606.5084
901.4371	32.5075	-605.0957
901.5933	30.6012	-600.4800
901.7495	30.5905	-605.1840
901.9057	31.2433	-603.5798
902.0619	31.0480	-610.7429
902.2181	31.7952	-601.6332
902.3743	30.8469	-609.3438
902.5305	29.9284	-604.6097
902.6867	31.6433	-600.5186
902.8429	31.6818	-600.6901
902.9991	29.3110	-606.5136
903.1553	30.8733	-609.3569
903.3115	30.5808	-606.7445
903.4677	31.3143	-598.5760
903.6239	32.1905	-613.6419
903.7801	29.6058	-606.9958
903.9363	29.2938	-609.5640
904.0925	30.6878	-607.1372
904.2487	30.5417	-610.8367
904.4049	31.5145	-608.9677
904.5611	29.8872	-613.3812
904.7173	30.2410	-608.3387
904.8735	31.1024	-612.9610
905.0297	30.8197	-608.9259
905.1859	30.3351	-605.2273
905.3421	30.2876	-609.4927
905.4983	29.8238	-609.0067
905.6545	31.0010	-604.0557
905.8107	32.9871	-615.7705
905.9669	30.5028	-608.5904
906.1231	30.5601	-608.0978
906.2793	29.3016	-613.6421
906.4355	33.2892	-610.8607
906.5917	31.1767	-609.5773
906.7479	30.2135	-607.0179
906.9041	29.9115	-613.3926
907.0603	29.7751	-614.8825
907.2165	31.1165	-609.3263
907.3727	31.9207	-605.0493
907.5289	28.8523	-615.1576
907.6851	29.9365	-612.8738
907.8413	31.6815	-618.3538
907.9975	29.6658	-621.5175
908.1537	31.2966	-615.9752
908.3099	32.3764	-624.4408
908.4661	30.0296	-615.9866
908.6223	30.7831	-614.3073
908.7785	31.4626	-618.0297
908.9347	29.9279	-618.6187
909.0909	29.1856	-616.9380
909.2471	31.7761	-613.9838
909.4033	28.4257	-621.3783
909.5595	31.1216	-621.3185
909.7157	28.9801	-622.6558
909.8719	29.1339	-615.9190
910.0281	28.9258	-615.3824
910.1843	31.4382	-617.7410
910.3405	30.5700	-616.5609
910.4967	30.1693	-621.1786
910.6529	29.4801	-618.6497
910.8091	30.2087	-620.7944
910.9653	31.1527	-625.6424
911.1215	29.2755	-624.7235
911.2777	28.5174	-623.9283
911.4339	28.8467	-622.9520
911.5901	29.3100	-615.1509
911.7463	30.4040	-623.6193
911.9025	29.8986	-621.4437
912.0587	29.7234	-628.6289
912.2149	30.7151	-622.9500
912.3711	29.1911	-625.3519
912.5273	30.8617	-616.8330
912.6835	28.3801	-616.7204
912.8397	29.9224	-624.1413
912.9959	31.0781	-625.6301
913.1521	29.9670	-622.0454
913.3083	30.9979	-622.9862
913.4645	28.7934	-619.2587
913.6207	29.4261	-624.8430
913.7769	30.9919	-616.3365
913.9331	29.8360	-625.0579
914.0893	30.0892	-627.2978
914.2455	29.9001	-622.6668
914.4017	29.2229	-624.0827
914.5580	30.9624	-621.0245
914.7142	31.0179	-632.4161
914.8704	29.6799	-621.7604
915.0266	29.0895	-623.9600
915.1828	30.6583	-619.8307
915.3390	29.2186	-625.8013
915.4952	30.2963	-621.9569
915.6514	28.4015	-625.4515
915.8076	28.2990	-621.4893
915.9638	28.2097	-623.2108
916.1200	30.7347	-627.8606
916.2762	30.3717	-622.3134
916.4324	29.8204	-630.6900
916.5886	29.7315	-626.8262
916.7448	28.9346	-630.8890
916.9010	27.5289	-627.1990
917.0572	27.5451	-629.7987
917.2134	30.4678	-629.1643
917.3696	30.6471	-629.9419
917.5258	28.3165	-628.6991
917.6820	28.9121	-631.2768
917.8382	29.0095	-628.7189
917.9944	31.8805	-630.2736
918.1506	29.4896	-640.4720
918.3068	28.6467	-631.3789
918.4630	27.8271	-633.3512
918.6192	29.5127	-636.9582
918.7754	27.8268	-627.9855
918.9316	29.4986	-639.2069
919.0878	28.1415	-638.6493
919.2440	26.7923	-630.8471
919.4002	28.6034	-633.7230
919.5564	30.9975	-638.7444
919.7126	26.0579	-631.4172
919.8688	27.3782	-633.1777
920.0250	29.2225	-645.0606
920.1812	27.9181	-635.1943
920.3374	27.7777	-642.0051
920.4936	28.5687	-637.2047
920.6498	27.9881	-635.7366
920.8060	26.5752	-634.8503
920.9622	27.9600	-630.9231
921.1184	26.7803	-641.9688
921.2746	27.9297	-638.0826
921.4308	27.2053	-635.8187
921.5870	27.9757	-645.4160
921.7432	28.8338	-641.7026
921.8994	28.6464	-638.2570
922.0556	30.6933	-626.8718
922.2118	29.7280	-633.7017
922.3680	27.7044	-641.3927
922.5242	26.7224	-633.1938
922.6804	26.6474	-638.5092
922.8366	27.3418	-638.7535
922.9928	26.8203	-635.9448
923.1490	27.4443	-643.1912
923.3052	27.3376	-640.6427
923.4614	27.0646	-639.0508
923.6176	28.3935	-647.1944
923.7738	27.6404	-638.9176
923.9300	26.4207	-644.4289
924.0862	26.8534	-647.8199
924.2424	28.1688	-641.4648
924.3986	27.0985	-644.4698
924.5548	28.9623	-645.1563
924.7110	27.2688	-644.7154
924.8672	27.1732	-641.8906
925.0234	30.7299	-632.4830
925.1796	26.8135	-643.3422
925.3358	25.7461	-645.6830
925.4920	27.3309	-643.9073
925.6482	25.8197	-640.3826
925.8044	23.9269	-640.4281
925.9606	28.7106	-641.6813
926.1168	26.2950	-643.1020
926.2730	28.0585	-643.9619
926.4292	26.9391	-644.0397
926.5854	26.1043	-650.4076
926.7416	26.4997	-647.3504
926.8978	25.1326	-649.3586
927.0540	28.3310	-642.4607
927.2102	26.8213	-645.8658
927.3664	25.1815	-650.6647
927.5226	25.2831	-650.6952
927.6789	25.8734	-644.4872
927.8351	26.8407	-641.9498
927.9913	25.8398	-650.5190
928.1475	27.7174	-653.0816
928.3037	26.8241	-648.4825
928.4599	24.8551	-645.4352
928.6161	26.6869	-650.4957
928.7723	26.4287	-648.9817
928.9285	25.8799	-649.9094
929.0847	23.9739	-650.5646
929.2409	26.1803	-652.3191
929.3971	29.2911	-648.3475
929.5533	25.9333	-646.2781
929.7095	25.1143	-650.8178
929.8657	25.8832	-654.1243
930.0219	27.5263	-650.0493
930.1781	25.5574	-651.4306
930.3343	24.0676	-655.7713
930.4905	24.5135	-658.6727
930.6467	24.1993	-654.4797
930.8029	26.4236	-649.9645
930.9591	26.3043	-648.4381
931.1153	24.9436	-651.7135
931.2715	27.3861	-650.8545
931.4277	25.5651	-655.0633
931.5839	23.8929	-659.0510
931.7401	25.2829	-651.4429
931.8963	24.7781	-648.4587
932.0525	25.5692	-650.7130
932.2087	23.4365	-651.8211
932.3649	25.3044	-657.3873
932.5211	24.4024	-661.1382
932.6773	23.3614	-654.9277
932.8335	21.8872	-656.7188
932.9897	25.1890	-656.9766
933.1459	26.4798	-654.7287
933.3021	23.6219	-663.4836
933.4583	23.3899	-655.7443
933.6145	27.1212	-648.1738
933.7707	22.6061	-658.6634
933.9269	23.3130	-660.1925
934.0831	23.9983	-661.0553
934.2393	24.1130	-663.9983
934.3955	23.7887	-660.9679
934.5517	24.1425	-661.4381
934.7079	22.5777	-658.5200
934.8641	22.8223	-653.6733
935.0203	24.0573	-666.4722
935.1765	24.3843	-669.3237
935.3327	25.7303	-656.0166
935.4889	22.3033	-661.1084
935.6451	22.8536	-658.6701
935.8013	25.8187	-658.3286
935.9575	24.2178	-667.0102
936.1137	24.5906	-656.5256
936.2699	24.2736	-659.0261
936.4261	22.3984	-663.6976
936.5823	23.9295	-658.6272
936.7385	23.2509	-667.0495
936.8947	22.9424	-665.8524
937.0509	22.7937	-667.8013
937.2071	24.2389	-665.8878
937.3633	22.0115	-664.8012
937.5195	22.4617	-663.7595
937.6757	22.5917	-668.6363
937.8319	22.1431	-670.0586
937.9881	22.3498	-668.1120
938.1443	22.0083	-667.6438
938.3005	20.7034	-667.0297
938.4567	20.9172	-671.9102
938.6129	22.8864	-663.4529
938.7691	23.8168	-665.9778
938.9253	24.6068	-665.1260
939.0815	23.3859	-668.8179
939.2377	23.1431	-668.1242
939.3939	20.9700	-667.3307
939.5501	22.7637	-666.3622
939.7063	19.7580	-666.5337
939.8625	22.3957	-670.5622
940.0187	20.3498	-665.2052
940.1749	23.1834	-672.9432
940.3311	23.5780	-673.0377
940.4873	23.8170	-673.4575
940.6435	23.1985	-671.5660
940.7998	20.9287	-667.8512
940.9560	21.3324	-666.4479
941.1122	22.5333	-670.7942
941.2684	20.9797	-670.6969
941.4246	20.6997	-665.7932
941.5808	21.4597	-670.3782
941.7370	21.3730	-667.1670
941.8932	19.6671	-660.1774
942.0494	22.1776	-678.4636
942.2056	19.7171	-670.9136
942.3618	20.5018	-670.1656
942.5180	19.9848	-666.9620
942.6742	21.3342	-668.2908
942.8304	19.8048	-673.7591
942.9866	19.2926	-678.1954
943.1428	21.5966	-684.8099
943.2990	22.2784	-668.0500
943.4552	19.3612	-671.2618
943.6114	22.1889	-669.4911
943.7676	19.2202	-670.2824
943.9238	21.7241	-668.4507
944.0800	21.2479	-670.5990
944.2362	19.6638	-679.9529
944.3924	18.5768	-668.5923
944.5486	19.9510	-669.9436
944.7048	20.5470	-669.6596
944.8610	18.7669	-673.9362
945.0172	20.4270	-670.8708
945.1734	19.5350	-673.7162
945.3296	20.7494	-672.3926
945.4858	19.6397	-668.1706
945.6420	21.3218	-678.5684
945.7982	18.2237	-675.8599
945.9544	19.2646	-680.8970
946.1106	18.8614	-671.1400
946.2668	17.6989	-670.1195
946.4230	17.3926	-672.6804
946.5792	18.0572	-675.1347
946.7354	18.5237	-673.6869
946.8916	16.4452	-678.1401
947.0478	18.0121	-674.4339
947.2040	17.1824	-673.3118
947.3602	19.4672	-676.5685
947.5164	18.4036	-679.2739
947.6726	19.7930	-681.1083
947.8288	19.1163	-678.1986
947.9850	19.9715	-676.2000
948.1412	18.8712	-676.0115
948.2974	17.1649	-678.5231
948.4536	18.9752	-676.0598
948.6098	16.6605	-679.2045
948.7660	17.8920	-672.2463
948.9222	18.5714	-676.1113
949.0784	19.8636	-673.9712
949.2346	19.8242	-678.5557
949.3908	17.7204	-675.7355
949.5470	16.7196	-683.0135
949.7032	18.7842	-673.2916
949.8594	18.8883	-672.9219
950.0156	19.7516	-680.8896
950.1718	19.1618	-672.1300
950.3280	17.7534	-678.3557
950.4842	16.4017	-681.5832
950.6404	17.7481	-673.7777
950.7966	18.1232	-675.1368
950.9528	18.7967	-671.8411
951.1090	19.5173	-675.1452
951.2652	18.6937	-676.8845
951.4214	16.4175	-676.3613
951.5776	17.9811	-679.1987
951.7338	20.4715	-676.2258
951.8900	17.4535	-671.9661
952.0462	16.4344	-666.6115
952.2024	18.7050	-670.6342
952.3586	16.5530	-677.1944
952.5148	16.7916	-683.5887
952.6710	18.3099	-671.8619
952.8272	18.4470	-680.6356
952.9834	16.4049	-677.3650
953.1396	18.7677	-674.4291
953.2958	14.7070	-676.7984
953.4520	17.4820	-675.4956
953.6082	16.5796	-678.6756
953.7644	16.8984	-677.5758
953.9206	19.8054	-673.7335
954.0769	17.4653	-674.5684
954.2331	19.4429	-675.4024
954.3893	16.2816	-676.3500
954.5455	16.9923	-681.2577
954.7017	14.8286	-681.9456
954.8579	16.5542	-679.0326
955.0141	16.8952	-679.2458
955.1703	15.7012	-674.0761
955.3265	18.5423	-681.9751
955.4827	16.0338	-679.8730
